Regnskapsår,Fylke,Kommune,Landsdel,Næring,Sektor,Verdiskaping,Ansatte,Årsverk,Foretak,Aktive Foretak
2021,Akershus,Ullensaker,Østlandet (Uten Oslo),Formidling,Transport og formidling,18374504,22.0,19.4,11,11
2024,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,14778000,62.0,27.6,3,3
2023,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,7283055,57.0,29.9,3,3
2022,Akershus,Ullensaker,Østlandet (Uten Oslo),Transport,Transport og formidling,1737768306,2061.0,2439.6,18,11
2016,Akershus,Gjerdrum,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,4951968,21.0,7.799999999999999,3,3
2024,Akershus,Gjerdrum,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,3922000,13.0,5.699999999999999,7,5
2023,Akershus,Gjerdrum,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,3632763,8.0,5.1,7,6
2015,Akershus,Nordre Follo,Østlandet (Uten Oslo),Formidling,Transport og formidling,21088760,48.0,29.000000000000004,17,16
2016,Akershus,Nordre Follo,Østlandet (Uten Oslo),Formidling,Transport og formidling,28088233,48.0,28.4,19,17
2023,Akershus,Ås,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,69469926,312.0,112.79999999999998,28,24
2015,Akershus,Frogn,Østlandet (Uten Oslo),Transport,Transport og formidling,68554170,95.0,77.0,4,3
2024,Akershus,Nesodden,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,0,1.0,0.0,1,0
2017,Akershus,Nordre Follo,Østlandet (Uten Oslo),Transport,Transport og formidling,169816369,238.0,209.4,8,7
2019,Akershus,Nordre Follo,Østlandet (Uten Oslo),Transport,Transport og formidling,212395062,239.0,194.7,8,7
2016,Akershus,Nordre Follo,Østlandet (Uten Oslo),Transport,Transport og formidling,183583946,268.0,203.5,8,7
2020,Akershus,Nordre Follo,Østlandet (Uten Oslo),Transport,Transport og formidling,119179064,212.0,140.1,8,7
2015,Akershus,Nordre Follo,Østlandet (Uten Oslo),Transport,Transport og formidling,191610464,233.0,162.10000000000002,7,7
2018,Akershus,Nordre Follo,Østlandet (Uten Oslo),Transport,Transport og formidling,148843220,238.0,127.70000000000002,8,7
2023,Akershus,Vestby,Østlandet (Uten Oslo),Transport,Transport og formidling,79462103,131.0,72.80000000000001,7,6
2024,Akershus,Vestby,Østlandet (Uten Oslo),Transport,Transport og formidling,86354000,140.0,73.8,7,6
2015,Akershus,Asker,Østlandet (Uten Oslo),Formidling,Transport og formidling,12607832,29.0,14.700000000000005,29,24
2016,Akershus,Asker,Østlandet (Uten Oslo),Formidling,Transport og formidling,14443237,35.0,17.200000000000003,27,22
2022,Akershus,Nittedal,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,,0.0,1,0
2017,Akershus,Nittedal,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,0.0,0.0,1,0
2018,Akershus,Nittedal,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,0.0,0.0,1,0
2016,Akershus,Nittedal,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,0.0,0.0,1,0
2023,Akershus,Nittedal,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,0.0,0.0,2,0
2024,Akershus,Nittedal,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,,0.0,2,1
2019,Akershus,Nittedal,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,0.0,0.0,1,0
2015,Akershus,Nittedal,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,14.0,0.0,2,1
2020,Akershus,Nittedal,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,,0.0,1,0
2021,Akershus,Nittedal,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,,0.0,1,0
2024,Akershus,Nesodden,Østlandet (Uten Oslo),Transport,Transport og formidling,47865000,105.0,56.7,5,4
2023,Akershus,Nesodden,Østlandet (Uten Oslo),Transport,Transport og formidling,3369894,20.0,2.5,4,4
2023,Akershus,Nes,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,15566042,27.0,13.9,18,15
2015,Akershus,Frogn,Østlandet (Uten Oslo),Formidling,Transport og formidling,1699392,8.0,0.7,11,9
2019,Akershus,Frogn,Østlandet (Uten Oslo),Formidling,Transport og formidling,2194510,12.0,1.4,7,5
2018,Akershus,Frogn,Østlandet (Uten Oslo),Formidling,Transport og formidling,791246,5.0,0.6000000000000001,8,5
2016,Akershus,Frogn,Østlandet (Uten Oslo),Formidling,Transport og formidling,376553,3.0,0.1,10,9
2023,Akershus,Nittedal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,25389151,56.0,44.6,8,8
2023,Akershus,Nordre Follo,Østlandet (Uten Oslo),Formidling,Transport og formidling,32440257,58.0,33.49999999999999,26,20
2021,Akershus,Nittedal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,15000942,27.0,18.2,7,5
2019,Akershus,Nittedal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,11583890,15.0,17.3,7,5
2020,Akershus,Nittedal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,14413796,21.0,18.700000000000003,7,7
2021,Akershus,Asker,Østlandet (Uten Oslo),Transport,Transport og formidling,197200968,333.0,181.29999999999995,17,15
2021,Akershus,Eidsvoll,Østlandet (Uten Oslo),Formidling,Transport og formidling,101264,,0.0,4,2
2016,Akershus,Eidsvoll,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,0.0,0.0,2,1
2019,Akershus,Eidsvoll,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,0.0,0.0,4,3
2015,Akershus,Eidsvoll,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,0.0,0.0,1,0
2017,Akershus,Eidsvoll,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,0.0,0.0,2,1
2018,Akershus,Eidsvoll,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,0.0,0.0,3,2
2024,Akershus,Eidsvoll,Østlandet (Uten Oslo),Formidling,Transport og formidling,1000,,0.0,2,1
2023,Akershus,Eidsvoll,Østlandet (Uten Oslo),Formidling,Transport og formidling,153598,,0.0,2,2
2020,Akershus,Eidsvoll,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,,0.0,4,2
2022,Akershus,Eidsvoll,Østlandet (Uten Oslo),Formidling,Transport og formidling,269811,,0.0,2,2
2023,Akershus,Nannestad,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,6506812,47.0,3.2,6,6
2022,Akershus,Vestby,Østlandet (Uten Oslo),Formidling,Transport og formidling,6085980,4.0,2.1,5,4
2023,Akershus,Vestby,Østlandet (Uten Oslo),Formidling,Transport og formidling,5439868,3.0,1.8,5,4
2016,Akershus,Ullensaker,Østlandet (Uten Oslo),Formidling,Transport og formidling,14147928,23.0,14.799999999999995,11,10
2024,Akershus,Ås,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,184247000,868.0,175.0,18,18
2021,Akershus,Ås,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,157880452,714.0,142.7,13,12
2023,Akershus,Ås,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,168449387,907.0,179.10000000000002,16,16
2017,Akershus,Frogn,Østlandet (Uten Oslo),Formidling,Transport og formidling,783869,2.0,0.5,7,5
2020,Akershus,Lillestrøm,Østlandet (Uten Oslo),Formidling,Transport og formidling,24195648,81.0,34.2,19,13
2019,Akershus,Lillestrøm,Østlandet (Uten Oslo),Formidling,Transport og formidling,32291887,77.0,41.59999999999999,17,12
2021,Akershus,Lillestrøm,Østlandet (Uten Oslo),Formidling,Transport og formidling,28320664,96.0,36.5,20,15
2023,Akershus,Eidsvoll,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,23421230,75.0,37.900000000000006,12,8
2022,Akershus,Eidsvoll,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,25423163,64.0,38.6,10,8
2024,Akershus,Eidsvoll,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,21872000,77.0,35.2,13,9
2020,Akershus,Jevnaker,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,38959524,23.0,27.9,4,3
2018,Akershus,Jevnaker,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,169266520,33.0,11.0,4,3
2016,Akershus,Jevnaker,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,5096400,23.0,9.6,3,3
2019,Akershus,Jevnaker,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,151309236,35.0,17.0,4,3
2017,Akershus,Jevnaker,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,22405543,36.0,9.6,4,3
2015,Akershus,Ullensaker,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,30935080,83.0,31.8,9,8
2020,Akershus,Nordre Follo,Østlandet (Uten Oslo),Formidling,Transport og formidling,12680088,43.0,16.700000000000003,21,18
2018,Akershus,Nordre Follo,Østlandet (Uten Oslo),Formidling,Transport og formidling,21139358,39.0,25.500000000000004,19,17
2017,Akershus,Nordre Follo,Østlandet (Uten Oslo),Formidling,Transport og formidling,29486970,47.0,28.8,18,16
2019,Akershus,Nordre Follo,Østlandet (Uten Oslo),Formidling,Transport og formidling,25455132,48.0,34.5,19,17
2022,Akershus,Nordre Follo,Østlandet (Uten Oslo),Formidling,Transport og formidling,43818178,54.0,41.9,28,21
2021,Akershus,Nordre Follo,Østlandet (Uten Oslo),Formidling,Transport og formidling,12661500,38.0,14.4,21,18
2020,Akershus,Nannestad,Østlandet (Uten Oslo),Transport,Transport og formidling,242345891,289.0,249.6,3,3
2019,Akershus,Nannestad,Østlandet (Uten Oslo),Transport,Transport og formidling,241401216,291.0,248.7,3,3
2021,Akershus,Nannestad,Østlandet (Uten Oslo),Transport,Transport og formidling,251785957,303.0,261.3,3,3
2015,Akershus,Nannestad,Østlandet (Uten Oslo),Transport,Transport og formidling,198402688,81.0,211.4,3,3
2018,Akershus,Nannestad,Østlandet (Uten Oslo),Transport,Transport og formidling,215842884,282.0,217.5,3,3
2022,Akershus,Nannestad,Østlandet (Uten Oslo),Transport,Transport og formidling,257480278,305.0,261.4,3,3
2017,Akershus,Nannestad,Østlandet (Uten Oslo),Transport,Transport og formidling,209156823,269.0,220.8,3,3
2016,Akershus,Nannestad,Østlandet (Uten Oslo),Transport,Transport og formidling,199850652,260.0,212.4,3,3
2015,Akershus,Ås,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,173235119,95.0,130.2,3,3
2022,Akershus,Ås,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,194319456,814.0,172.90000000000003,12,12
2018,Akershus,Ås,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,168104296,137.0,176.0,8,7
2019,Akershus,Ås,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,154925358,119.0,154.29999999999998,8,6
2020,Akershus,Ås,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,107683747,777.0,134.50000000000003,7,7
2016,Akershus,Ås,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,172016455,128.0,143.1,6,6
2017,Akershus,Ås,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,171167563,164.0,156.69999999999996,8,7
2022,Akershus,Nes,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,11093796,22.0,8.2,17,14
2021,Akershus,Asker,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,80107068,253.0,128.7,7,7
2022,Akershus,Nannestad,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,7989886,42.0,3.6,6,6
2018,Akershus,Asker,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,133755293,383.0,242.8,7,6
2019,Akershus,Asker,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,133767602,408.0,237.2,6,6
2017,Akershus,Asker,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,135295647,371.0,245.90000000000003,6,6
2015,Akershus,Asker,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,191932438,382.0,320.5,7,6
2016,Akershus,Asker,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,124649064,395.0,227.5,6,5
2024,Akershus,Enebakk,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,5911000,19.0,7.8,6,6
2017,Akershus,Enebakk,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,4278998,15.0,5.300000000000001,4,3
2022,Akershus,Enebakk,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,5758507,28.0,10.5,3,3
2015,Akershus,Enebakk,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,7644592,43.0,11.6,4,4
2018,Akershus,Enebakk,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,4142339,17.0,5.7,3,2
2023,Akershus,Enebakk,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,5195554,17.0,8.6,5,4
2020,Akershus,Enebakk,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,4228284,19.0,6.4,4,3
2021,Akershus,Enebakk,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,5233527,22.0,9.6,4,4
2016,Akershus,Enebakk,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,6730292,25.0,11.4,4,3
2019,Akershus,Enebakk,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,3787342,14.0,6.8,3,2
2022,Akershus,Enebakk,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,1331646,4.0,1.2000000000000002,6,5
2023,Akershus,Nittedal,Østlandet (Uten Oslo),Transport,Transport og formidling,102727678,123.0,118.1,3,2
2022,Akershus,Nittedal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,28903510,49.0,44.9,8,8
2020,Akershus,Ullensaker,Østlandet (Uten Oslo),Transport,Transport og formidling,1038898441,2016.0,2236.5,11,10
2021,Akershus,Ullensaker,Østlandet (Uten Oslo),Transport,Transport og formidling,3965091729,1816.0,1585.3,12,9
2019,Akershus,Ullensaker,Østlandet (Uten Oslo),Transport,Transport og formidling,3020938765,1919.0,3789.0,11,11
2016,Akershus,Nittedal,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,35268592,189.0,57.7,15,13
2018,Akershus,Nittedal,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,38597331,203.0,62.99999999999999,14,11
2019,Akershus,Nittedal,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,39654356,221.0,63.2,17,14
2021,Akershus,Nittedal,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,46916492,187.0,66.6,23,19
2015,Akershus,Nittedal,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,32053313,156.0,56.1,14,11
2020,Akershus,Nittedal,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,33158275,256.0,68.6,23,20
2017,Akershus,Nittedal,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,37096475,192.0,64.39999999999999,13,11
2018,Akershus,Nittedal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,11784897,30.0,18.0,6,5
2017,Akershus,Nittedal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,11407286,39.0,17.6,5,5
2015,Akershus,Nittedal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,12629208,34.0,19.2,4,4
2016,Akershus,Nittedal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,12759056,25.0,19.7,5,5
2020,Akershus,Asker,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,30969719,282.0,120.8,6,6
2024,Akershus,Asker,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,119571000,326.0,194.7,18,15
2022,Akershus,Asker,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,140250622,371.0,219.6,11,9
2023,Akershus,Asker,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,124723224,322.0,204.6,16,11
2024,Akershus,Bærum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,247510000,467.0,363.6,19,14
2021,Akershus,Nordre Follo,Østlandet (Uten Oslo),Transport,Transport og formidling,100107945,187.0,110.3,7,6
2015,Akershus,Gjerdrum,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,4813608,28.0,6.4,2,2
2015,Akershus,Nordre Follo,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,66221513,180.0,118.5,5,5
2016,Akershus,Nordre Follo,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,64201507,174.0,119.5,4,4
2017,Akershus,Nordre Follo,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,66774674,196.0,126.5,5,5
2024,Akershus,Nordre Follo,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,66711000,175.0,96.5,5,5
2021,Akershus,Nannestad,Østlandet (Uten Oslo),Formidling,Transport og formidling,9205,,0.0,3,1
2022,Akershus,Nannestad,Østlandet (Uten Oslo),Formidling,Transport og formidling,19582,,0.0,3,2
2024,Akershus,Nittedal,Østlandet (Uten Oslo),Transport,Transport og formidling,73159000,129.0,83.10000000000001,3,2
2021,Akershus,Jevnaker,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,14900831,56.0,22.1,2,2
2018,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,6731760,4.0,4.6,11,11
2019,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,5227036,6.0,5.5,10,10
2015,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,7591152,7.0,2.0,9,9
2017,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,4648771,8.0,2.3000000000000003,8,8
2021,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,3486715,4.0,5.4,11,11
2023,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,1885448,4.0,3.1,10,8
2016,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,3720423,7.0,2.3000000000000003,8,8
2020,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,4854606,6.0,4.9,10,10
2022,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,2766649,3.0,2.2,10,10
2024,Akershus,Nordre Follo,Østlandet (Uten Oslo),Formidling,Transport og formidling,27133000,41.0,37.00000000000001,21,15
2021,Akershus,Frogn,Østlandet (Uten Oslo),Formidling,Transport og formidling,670875,9.0,1.6,7,5
2022,Akershus,Frogn,Østlandet (Uten Oslo),Formidling,Transport og formidling,30462,2.0,3.1,5,3
2020,Akershus,Enebakk,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,381032,4.0,1.3,4,4
2021,Akershus,Enebakk,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,1994217,5.0,2.9,6,4
2019,Akershus,Enebakk,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,30144,2.0,0.1,3,2
2018,Akershus,Enebakk,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,0,0.0,0.0,2,2
2021,Akershus,Eidsvoll,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,17109084,39.0,28.3,10,8
2015,Akershus,Nes,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,2396784,27.0,4.1,2,2
2016,Akershus,Nes,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,2334130,20.0,3.7,2,2
2018,Akershus,Nes,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,2843313,29.0,5.0,2,2
2017,Akershus,Nes,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,2945531,24.0,4.800000000000001,2,2
2015,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,5599176,33.0,9.4,5,4
2017,Akershus,Nesodden,Østlandet (Uten Oslo),Transport,Transport og formidling,2145198,12.0,2.7,3,2
2022,Akershus,Nesodden,Østlandet (Uten Oslo),Transport,Transport og formidling,7715724,17.0,3.4000000000000004,4,4
2016,Akershus,Nesodden,Østlandet (Uten Oslo),Transport,Transport og formidling,2697791,16.0,1.8,3,2
2018,Akershus,Nesodden,Østlandet (Uten Oslo),Transport,Transport og formidling,2685556,10.0,2.8000000000000003,3,2
2021,Akershus,Nesodden,Østlandet (Uten Oslo),Transport,Transport og formidling,3050590,9.0,1.5,3,3
2015,Akershus,Nesodden,Østlandet (Uten Oslo),Transport,Transport og formidling,3442872,19.0,2.9,4,4
2020,Akershus,Nesodden,Østlandet (Uten Oslo),Transport,Transport og formidling,2437425,7.0,1.7,3,3
2019,Akershus,Nesodden,Østlandet (Uten Oslo),Transport,Transport og formidling,3815075,9.0,3.0,2,2
2024,Akershus,Nes,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,14174000,28.0,16.599999999999998,16,13
2016,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Formidling,Transport og formidling,933651,2.0,0.5,4,4
2015,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Formidling,Transport og formidling,410152,1.0,0.2,4,3
2021,Akershus,Nes,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,13545265,22.0,8.1,16,12
2015,Akershus,Nannestad,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,4431512,33.0,9.6,7,5
2016,Akershus,Nannestad,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,6940492,54.0,14.099999999999998,7,4
2024,Akershus,Rælingen,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,0,,0.0,1,0
2024,Akershus,Rælingen,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,553000,2.0,0.8,2,2
2015,Akershus,Nes,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,4522360,9.0,3.6,9,8
2020,Akershus,Nes,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,9243639,21.0,6.4,12,10
2019,Akershus,Nes,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,6505157,20.0,7.0,12,10
2016,Akershus,Nes,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,4412924,14.0,3.8,9,6
2017,Akershus,Nes,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,9434309,18.0,6.6,11,9
2018,Akershus,Nes,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,5547354,14.0,6.9,12,10
2021,Akershus,Ås,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,70316631,239.0,109.69999999999996,27,23
2018,Akershus,Lørenskog,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,24349953,103.0,59.6,12,10
2020,Akershus,Asker,Østlandet (Uten Oslo),Transport,Transport og formidling,169314788,292.0,165.99999999999997,16,14
2019,Akershus,Asker,Østlandet (Uten Oslo),Transport,Transport og formidling,176938005,273.0,171.50000000000003,13,10
2016,Akershus,Asker,Østlandet (Uten Oslo),Transport,Transport og formidling,166531891,265.0,163.79999999999998,13,9
2017,Akershus,Asker,Østlandet (Uten Oslo),Transport,Transport og formidling,163552996,270.0,164.1,13,9
2015,Akershus,Asker,Østlandet (Uten Oslo),Transport,Transport og formidling,165089527,30.0,164.90000000000003,10,8
2018,Akershus,Asker,Østlandet (Uten Oslo),Transport,Transport og formidling,178263566,273.0,168.1,12,9
2023,Akershus,Asker,Østlandet (Uten Oslo),Transport,Transport og formidling,225340722,349.0,199.80000000000004,20,15
2024,Akershus,Asker,Østlandet (Uten Oslo),Transport,Transport og formidling,236610000,347.0,196.4,20,17
2019,Akershus,Frogn,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,30789493,172.0,53.9,3,3
2015,Akershus,Frogn,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,17810216,51.0,31.0,2,1
2020,Akershus,Frogn,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,16734530,78.0,40.7,3,3
2016,Akershus,Frogn,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,24846247,100.0,51.0,2,2
2017,Akershus,Frogn,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,27098639,132.0,47.8,2,2
2018,Akershus,Frogn,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,28942147,96.0,51.7,3,3
2021,Akershus,Frogn,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,30447221,58.0,47.3,4,4
2022,Akershus,Lørenskog,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,28684830,365.0,109.7,13,11
2022,Akershus,Ås,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,73254784,332.0,116.59999999999998,25,23
2015,Akershus,Jevnaker,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,4812272,20.0,8.5,2,2
2023,Akershus,Jevnaker,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,33264955,21.0,26.9,6,4
2024,Akershus,Jevnaker,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,52835000,56.0,28.8,6,4
2022,Akershus,Jevnaker,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,77642489,37.0,26.9,5,3
2021,Akershus,Jevnaker,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,41588610,39.0,26.6,4,3
2019,Akershus,Nesodden,Østlandet (Uten Oslo),Formidling,Transport og formidling,2571919,4.0,3.1,5,5
2016,Akershus,Nesodden,Østlandet (Uten Oslo),Formidling,Transport og formidling,1013605,6.0,1.3,4,3
2020,Akershus,Nesodden,Østlandet (Uten Oslo),Formidling,Transport og formidling,1095471,4.0,1.1,7,5
2018,Akershus,Nesodden,Østlandet (Uten Oslo),Formidling,Transport og formidling,2540125,11.0,3.4,6,3
2017,Akershus,Nesodden,Østlandet (Uten Oslo),Formidling,Transport og formidling,2250304,5.0,2.3,6,3
2017,Akershus,Lunner,Østlandet (Uten Oslo),Formidling,Transport og formidling,2147730,18.0,2.6,2,2
2015,Akershus,Lunner,Østlandet (Uten Oslo),Formidling,Transport og formidling,2082824,11.0,3.6,2,2
2016,Akershus,Lunner,Østlandet (Uten Oslo),Formidling,Transport og formidling,1819590,13.0,2.8,2,2
2018,Akershus,Vestby,Østlandet (Uten Oslo),Transport,Transport og formidling,81948319,135.0,81.5,2,2
2015,Akershus,Vestby,Østlandet (Uten Oslo),Transport,Transport og formidling,70991034,144.0,70.7,2,2
2019,Akershus,Vestby,Østlandet (Uten Oslo),Transport,Transport og formidling,81704600,132.0,81.1,3,2
